Loop #,Recipe,Lot Start Time,Lot ID,Test ID,Site #,Slot #,Dynamic Iteration#,WaferId,Field X,Field Y,Cell X,Cell Y,T2,T4,L4/Nosc0,L4/Nosc1,L4/Nosc2,L4/Nosc3,L4/Nosc4,T3,T1,NGOF,Wafer X,Wafer Y,X Location,Y Location,Static Iteration,Status
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,34,2,1,CA1413.00.02,34,34,0,0,3127,43233.6016,29.4116,50.7925,-3.9104,620.144,-199.509,1721.75,3343.3401,0.9834,-121274.9,-12788.9,-121274.9,-12788.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,35,2,1,CA1413.00.02,35,35,0,0,2989.53,43960.6992,28.2032,47.6586,-6.2885,607.57,-198.011,1808.86,3245.03,0.986,-4262.9,-123626.9,-4262.9,-123626.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,36,2,1,CA1413.00.02,36,36,0,0,3021.1499,45056.3984,27.3363,47.1377,-6.9645,594.575,-193.026,1579.64,3491.54,0.9868,123626.9,-21755.9,123626.9,-21755.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,37,2,1,CA1413.00.02,37,37,0,0,3141.5,44933.5,26.6864,46.4816,-5.9161,580.18,-188.305,1577.38,3500,0.9806,39395.9,121127.9,39395.9,121127.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,38,2,1,CA1413.00.02,38,38,0,0,3106.5701,45146.8008,26.4152,45.6462,-7.2649,582.111,-190.561,1577.03,3500,0.9839,-115982.9,56594.9,-115982.9,56594.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,39,2,1,CA1413.00.02,39,39,0,0,2864.8201,50760.8008,20.8639,35.3277,-9.8572,511.004,-174.977,2920.3501,2112.1399,0.9862,-73205.9,-108485.9,-73205.9,-108485.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,40,2,1,CA1413.00.02,40,40,0,0,2744.3899,45785,27.572,45.9608,-6.0503,584.681,-187.491,2090.27,2920.5,0.9799,98489.9,-88640.9,98489.9,-88640.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,41,2,1,CA1413.00.02,41,41,0,0,2955.1699,44990.5,27.7548,47.722,-5.2063,586.918,-187.112,1577.01,3498.3,0.9831,102752.9,86288.9,102752.9,86288.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,42,2,1,CA1413.00.02,42,42,0,0,2963.79,44790.8984,28.016,47.1217,-6.1745,599.481,-194.262,1574.86,3500,0.9817,-72029.9,115247.9,-72029.9,115247.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,43,2,1,CA1413.00.02,43,43,0,0,2762.3601,45206.5,28.245,47.2101,-4.815,598.205,-192.845,2168.6899,2835.6399,0.9833,-125684.9,-55859.9,-125684.9,-55859.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,44,2,1,CA1413.00.02,44,44,0,0,2699.95,45459.1016,27.889,46.6106,-6.5227,588.174,-187.343,2690.6899,2325.7,0.9771,38366.9,-133769.9,38366.9,-133769.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,45,2,1,CA1413.00.02,45,45,0,0,2865.6599,44836.3008,28.4441,47.3189,-5.8294,611.153,-199.767,1567.0699,3500,0.9846,139355.9,19550.9,139355.9,19550.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,46,2,1,CA1413.00.02,46,46,0,0,2839.4299,45269.1016,31.0226,40.3275,-43.5603,844.07,-319.851,1983,3039.75,0.9859,0,142295.9,0,142295.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,47,2,1,CA1413.00.02,47,47,0,0,2892.3701,46106.3008,26.2877,45.9738,-10.1603,571.534,-182.117,1921.92,3109.79,0.9857,-142442.9,19991.9,-142442.9,19991.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,48,2,1,CA1413.00.02,48,48,0,0,2773.3301,46655.1992,25.1502,42.738,-11.4212,567.417,-186.171,2688.3201,2325.6399,0.9863,-40130.8999,-139796.9,-40130.8999,-139796.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,49,2,1,CA1413.00.02,49,49,0,0,2737.8799,44859.3984,26.4137,44.6455,-9.7327,586.734,-192.513,2401.8701,2596.76,0.987,134357.9,-59828.9,134357.9,-59828.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,1,3,1,CA1413.00.03,1,1,0,0,3691.3401,51198.3008,22.9996,46.937,-42.2679,1072.67,-501.351,1863.24,3177.8501,0.2293,0,0,0,0,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,2,3,1,CA1413.00.03,2,2,0,0,3522.8501,55929.1016,24.3574,51.2748,-44.4487,839.627,-332.706,1877.5601,3154.46,0.3417,2939.9,21020.9,2939.9,21020.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,3,3,1,CA1413.00.03,3,3,0,0,3534.8501,53740.6016,23.8266,53.0719,-37.4791,842.612,-341.146,1865.42,3162.3899,0.3452,-28811.9,8231.9,-28811.9,8231.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,4,3,1,CA1413.00.03,4,4,0,0,3626.52,55979.3984,28.111,43.1404,-29.3647,744.63,-273.188,1910.96,3167.3501,0.2657,-14993.9,-33515.9,-14993.9,-33515.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,5,3,1,CA1413.00.03,5,5,0,0,3592.6699,52562.1992,30.9252,52.1214,-41.488,832.576,-304.53,1890.91,3167.3,0.2645,36014.9,-22490.9,36014.9,-22490.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,6,3,1,CA1413.00.03,6,6,0,0,44980.3008,56016.5,33.5721,46.5497,-47.688,876.565,-322.962,3210.6499,1915.24,0.3247,30428.9,36308.9,30428.9,36308.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,7,3,1,CA1413.00.03,7,7,0,0,3882.1201,54006.1016,28.0733,46.4851,-15.0575,641.829,-213.665,1886.15,3168.25,0.1291,-34838.9,38660.9,-34838.9,38660.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,8,3,1,CA1413.00.03,8,8,0,0,1119.15,54228,31.0223,45.5398,-12.747,675.051,-225.176,1984.5,3245.74,0.1447,-46598.9,-31457.9,-46598.9,-31457.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,9,3,1,CA1413.00.03,9,9,0,0,1136.83,56541.3984,21.8821,40.7884,-35.0203,855.937,-366.83,1925.28,3253.4199,0.6577,26312.9,-53948.9,26312.9,-53948.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,10,3,1,CA1413.00.03,10,10,0,0,2805.0701,55349.6992,32.9555,38.0776,-50.2802,938.107,-371.064,2466.47,2532.9199,0.9879,60563.9,19697.9,60563.9,19697.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,11,3,1,CA1413.00.03,11,11,0,0,2856.3999,55353,29.3307,45.1069,-24.2148,716.472,-254.418,2375.78,2623.23,0.9859,-11612.9,66149.9,-11612.9,66149.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,12,3,1,CA1413.00.03,12,12,0,0,2808.6899,57138.5,29.8965,36.6611,-47.5598,876.593,-344.522,2363.6799,2635.1499,0.9891,-70265.9,-2498.9,-70265.9,-2498.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,13,3,1,CA1413.00.03,13,13,0,0,2844.1299,56221.6016,30.8429,37.2745,-49.5115,897.535,-352.887,2399.4099,2599.3101,0.9895,-7643.9,-73058.9,-7643.9,-73058.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,14,3,1,CA1413.00.03,14,14,0,0,2867.3999,54226.5,30.4869,45.637,-23.51,742.085,-266.621,2463.01,2536.3799,0.9858,74234.9,-18521.9,74234.9,-18521.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,15,3,1,CA1413.00.03,15,15,0,0,2941.6499,54763.6992,29.4462,45.0232,-24.2361,722.036,-257.521,2375.1399,2623.99,0.9877,29693.9,73646.9,29693.9,73646.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,16,3,1,CA1413.00.03,16,16,0,0,3000.98,54663.6016,29.8659,46.1799,-23.7897,723.965,-256.594,2270.26,2731.8799,0.9881,-71147.9,41159.9,-71147.9,41159.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,17,3,1,CA1413.00.03,17,17,0,0,2906.3401,54575.3008,30.0897,46.2052,-24.6439,729.668,-258.714,2288.3701,2712.25,0.9875,-52184.9,-66884.9,-52184.9,-66884.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,18,3,1,CA1413.00.03,18,18,0,0,2956.9299,54303.3008,29.7489,45.6784,-26.3747,731.447,-260.458,2469.1001,2530.28,0.9895,60710.9,-62915.9,60710.9,-62915.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,19,3,1,CA1413.00.03,19,19,0,0,3068.6599,52222.8984,31.4817,47.0699,-27.0478,769.253,-276.713,2338.7,2661.47,0.9889,72764.9,52919.9,72764.9,52919.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,20,3,1,CA1413.00.03,20,20,0,0,3104.1599,54553.1992,28.2038,43.4559,-25.5893,707.728,-253.606,2260.5801,2742.9299,0.9901,-43364.9,81731.9,-43364.9,81731.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,21,3,1,CA1413.00.03,21,21,0,0,3052.3201,53254.5,30.3429,46.4126,-24.5148,740.802,-264.873,2224.3301,2780.8799,0.9883,-89228.9,-32486.9,-89228.9,-32486.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,22,3,1,CA1413.00.03,22,22,0,0,3154.79,53558.8984,29.4144,45.3817,-27.7444,728.316,-259.065,2326.4099,2674.72,0.9908,20285.9,-95108.9,20285.9,-95108.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,23,3,1,CA1413.00.03,23,23,0,0,3134.71,53723.8008,28.5697,43.066,-27.977,726.262,-262.75,2477.29,2522.2,0.9911,99224.9,6908.9,99224.9,6908.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,24,3,1,CA1413.00.03,24,24,0,0,3229.48,51955.6016,30.5875,46.0699,-29.728,760.054,-273.171,2242.03,2763.8101,0.9894,7055.9,101576.9,7055.9,101576.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,25,3,1,CA1413.00.03,25,25,0,0,3198.02,51649.3008,31.3946,47.2209,-26.9597,764.889,-274.254,2031.09,2992.51,0.9872,-101723.9,21608.8999,-101723.9,21608.8999,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,26,3,1,CA1413.00.03,26,26,0,0,3280.4399,51766.6016,30.666,46.7159,-29.9377,758.481,-271.143,2097.8601,2920.3999,0.9891,-36308.9,-99665.8999,-36308.9,-99665.8999,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,27,3,1,CA1413.00.03,27,27,0,0,3189.46,53330.8008,28.8826,44.2178,-30.7663,732.12,-262.428,2618.9399,2384.8899,0.9909,95549.8999,-50861.9,95549.8999,-50861.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,28,3,1,CA1413.00.03,28,28,0,0,3316.0901,51261,30.7148,45.8699,-31.6341,774.798,-281.077,2211.1201,2796.8401,0.9881,64826.9,89228.9,64826.9,89228.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,29,3,1,CA1413.00.03,29,29,0,0,3339.0601,52629.5,29.0433,44.7873,-28.6049,728.17,-260.363,2012.91,3015.48,0.9883,-80702.9,78056.9,-80702.9,78056.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,30,3,1,CA1413.00.03,30,30,0,0,3238.8101,51534.6016,30.8321,46.8811,-28.2258,756.466,-270.334,2049.8301,2973.02,0.9864,-90110.9,-70412.8999,-90110.9,-70412.8999,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,31,3,1,CA1413.00.03,31,31,0,0,3270.6201,52754.5,29.1939,43.6803,-28.9813,739.672,-267.908,2349.3601,2651.1001,0.9882,58064.9,-100694.9,58064.9,-100694.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,32,3,1,CA1413.00.03,32,32,0,0,3340.72,51588.8984,29.7143,44.1957,-31.3483,759.265,-276.367,1573.92,3500,0.9893,109514.9,44246.8999,109514.9,44246.8999,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,33,3,1,CA1413.00.03,33,33,0,0,3268,51388.1992,29.837,45.1259,-29.6871,750.977,-270.876,1943.58,3090.76,0.9893,-29105.9,116423.9,-29105.9,116423.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,34,3,1,CA1413.00.03,34,34,0,0,3224.4199,51033.1992,31.1244,46.3092,-28.1645,767.263,-276.836,1979.4,3050.74,0.9862,-121274.9,-12788.9,-121274.9,-12788.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,35,3,1,CA1413.00.03,35,35,0,0,3375.3,51152.6016,30.1964,45.2157,-30.2074,759.09,-274.533,1864.95,3182.01,0.9877,-4262.9,-123626.9,-4262.9,-123626.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,36,3,1,CA1413.00.03,36,36,0,0,3167.0801,50368.6016,31.5172,45.9871,-31.4343,788.368,-286.886,2068.03,2949.8601,0.9892,123626.9,-21755.9,123626.9,-21755.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,37,3,1,CA1413.00.03,37,37,0,0,3164.95,48800.6016,33.415,48.1327,-33.3042,821.331,-298.212,1694.2,3364.8101,0.9875,39395.9,121127.9,39395.9,121127.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,38,3,1,CA1413.00.03,38,38,0,0,3189.71,51274,26.3977,48.8195,6.0303,521.444,-156.974,1773.34,3279.3701,0.9823,-115982.9,56594.9,-115982.9,56594.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,39,3,1,CA1413.00.03,39,39,0,0,3066.6399,49944.1992,32.6634,47.9638,-31.4409,795.006,-285.227,1915.61,3117.3899,0.9834,-73205.9,-108485.9,-73205.9,-108485.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,40,3,1,CA1413.00.03,40,40,0,0,2995.75,53280.5,28.4409,41.5964,-28.6544,730.277,-266.363,2987.1699,2048.1399,0.9877,98489.9,-88640.9,98489.9,-88640.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,41,3,1,CA1413.00.03,41,41,0,0,3021.3101,49792.6992,31.6303,44.3402,-31.4513,800.22,-295.41,1562.46,3500,0.9894,102752.9,86288.9,102752.9,86288.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,42,3,1,CA1413.00.03,42,42,0,0,2945.6699,53987.5,26.7258,40.0969,-27.9314,691.325,-249.766,1854.77,3179.8799,0.9879,-72029.9,115247.9,-72029.9,115247.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,43,3,1,CA1413.00.03,43,43,0,0,2882.8401,51366.6016,31.3832,46.5443,-28.8376,763.453,-272.35,2081.73,2930.1001,0.9849,-125684.9,-55859.9,-125684.9,-55859.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,44,3,1,CA1413.00.03,44,44,0,0,2998.3701,56933.6016,22.6788,43.1024,-3.8434,466.233,-138.079,2991.95,2043.4301,0.9861,38366.9,-133769.9,38366.9,-133769.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,45,3,1,CA1413.00.03,45,45,0,0,2955.6299,51254.1992,29.8239,42.8038,-30.4697,761.247,-278.887,1978.25,3042.9399,0.9886,139355.9,19550.9,139355.9,19550.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,46,3,1,CA1413.00.03,46,46,0,0,2897.76,50581.6016,30.0817,43.8877,-32.1016,767.306,-279.648,2273.3799,2727.0801,0.9882,0,142295.9,0,142295.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,47,3,1,CA1413.00.03,47,47,0,0,2971.3101,51217.5,29.8706,43.8081,-29.7368,755.886,-274.927,2135.71,2873.2,0.9883,-142442.9,19991.9,-142442.9,19991.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,48,3,1,CA1413.00.03,48,48,0,0,2924.74,48992.6992,32.195,45.8875,-33.5358,807.242,-295.08,2016.21,3001.0601,0.9851,-40130.8999,-139796.9,-40130.8999,-139796.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,49,3,1,CA1413.00.03,49,49,0,0,2875.6599,51199.1992,25.0831,46.4746,-2.065,519.95,-159.1,2517.75,2483.1101,0.9891,134357.9,-59828.9,134357.9,-59828.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,1,4,1,CA1413.00.04,1,1,0,0,2601.9199,46278.8984,29.7683,50.4075,6.8528,605.613,-195.059,2425.72,2572.72,0.9784,0,0,0,0,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,2,4,1,CA1413.00.04,2,2,0,0,2687.45,49635,30.0333,41.4875,-32.5204,784.652,-292.437,2426.8501,2571.6599,0.9857,2939.9,21020.9,2939.9,21020.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,3,4,1,CA1413.00.04,3,3,0,0,2637.0901,48854.5,27.0713,46.5681,2.0164,567.126,-182.621,2459.1399,2539.96,0.9823,-28811.9,8231.9,-28811.9,8231.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,4,4,1,CA1413.00.04,4,4,0,0,2564.4199,48200.3008,30.9568,42.1786,-36.5346,816.159,-305.921,2434.99,2563.04,0.9824,-14993.9,-33515.9,-14993.9,-33515.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,5,4,1,CA1413.00.04,5,5,0,0,2599.6201,48763.8008,26.6154,46.4815,0.3546,558.83,-178.313,2428.77,2569.3799,0.9808,36014.9,-22490.9,36014.9,-22490.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,6,4,1,CA1413.00.04,6,6,0,0,2712.1499,47325.6016,27.951,48.3162,-0.7296,578.699,-183.077,2375.5701,2622.6599,0.9836,30428.9,36308.9,30428.9,36308.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,7,4,1,CA1413.00.04,7,7,0,0,2727.1299,47524,27.115,46.8956,-3.813,573.478,-182.784,2443.6001,2555.3899,0.9844,-34838.9,38660.9,-34838.9,38660.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,8,4,1,CA1413.00.04,8,8,0,0,2591.73,46975.5,27.6341,45.986,0.6936,589.514,-194.43,2470.8501,2528.2,0.9795,-46598.9,-31457.9,-46598.9,-31457.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,9,4,1,CA1413.00.04,9,9,0,0,2569.52,46547.6992,28.1451,47.5166,1.4702,591.702,-192.707,2434.26,2563.8201,0.977,26312.9,-53948.9,26312.9,-53948.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,10,4,1,CA1413.00.04,10,10,0,0,2754.9399,45758.8984,29.0282,49.8278,-0.7918,598.753,-189.812,2307.8401,2692.04,0.9816,60563.9,19697.9,60563.9,19697.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,11,4,1,CA1413.00.04,11,11,0,0,2809.3799,46300.1992,27.6412,47.6599,-3.786,584.429,-186.684,2300.3601,2699.3601,0.985,-11612.9,66149.9,-11612.9,66149.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,12,4,1,CA1413.00.04,12,12,0,0,2765.0601,45632.3984,28.2848,47.91,-2.3778,601.382,-195.483,2392.4199,2606.1499,0.9823,-70265.9,-2498.9,-70265.9,-2498.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,13,4,1,CA1413.00.04,13,13,0,0,2680.8,50410.5,23.2686,42.7244,-11.5559,522.76,-165.931,2485.6399,2513.8,0.987,-7643.9,-73058.9,-7643.9,-73058.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,14,4,1,CA1413.00.04,14,14,0,0,2779.24,46554.1992,27.8097,48.5576,-3.7796,581.955,-183.708,2368.03,2630.5701,0.9835,74234.9,-18521.9,74234.9,-18521.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,15,4,1,CA1413.00.04,15,15,0,0,2926.5801,46170.3984,27.5407,47.902,-5.2702,585.038,-186.619,2249.6699,2753.3401,0.986,29693.9,73646.9,29693.9,73646.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,16,4,1,CA1413.00.04,16,16,0,0,2946.5901,43982,29.6087,50.4144,-1.8086,621.678,-201.225,2216.1699,2789.4399,0.9839,-71147.9,41159.9,-71147.9,41159.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,17,4,1,CA1413.00.04,17,17,0,0,2767.9399,45220,28.3391,47.9809,-3.9584,606.616,-197.777,2439.1899,2559.5901,0.9843,-52184.9,-66884.9,-52184.9,-66884.9,1,Pass
1,TD-CMP\G04\WTW Bonding\OX_SiCN_BONDING_BSG01,6/6/2024 4:59:54 PM,CA1413.00,1,18,4,1,CA1413.00.04,18,18,0,0,2801.6699,48388.8008,24.9963,44.641,-9.5367,547.158,-173.462,2411.8501,2586.6899,0.9887,60710.9,-62915.9,60710.9,-62915.9,1,Pass
